"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Garruk's Uprising","m3c","Near Mint","English","","","2025-05-04 13:53:31.927000","229","False","False",""
"1","1","Gastal Raider","dft","Near Mint","English","foil","","2025-03-03 13:47:26.793000","86","False","False",""
"1","1","Gathering Stone","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","257","False","False","0.56"
"1","1","Geier Reach Sanitarium","dmc","Near Mint","English","","","2025-01-14 09:47:26.730000","213","False","False",""
"1","1","Geist of the Moors","a25","Near Mint","English","","","2025-04-28 06:37:25.550000","15","False","False","0.03"
"1","1","Gelectrode","gk1","Near Mint","English","","","2024-10-21 10:18:38.297000","38","False","False",""
"4","4","Gemhide Sliver","tsr","Near Mint","Spanish","","","2024-10-21 11:34:00.967000","205","False","False",""
"2","2","Gene Pollinator","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","186","False","False","0.08"
"1","1","Generous Ent","ltr","Near Mint","English","","","2025-11-15 16:33:07.270000","169","False","False","0.83"
"1","1","Generous Ent","ltr","Near Mint","English","","","2024-11-08 11:51:52.473000","169","False","False",""
"1","1","Generous Ent","ltr","Near Mint","English","","","2025-11-17 08:09:05.513000","169","False","False","0.86"
"1","1","Generous Gift","lcc","Near Mint","English","","","2025-11-12 10:11:55.850000","128","False","False","0.90"
"1","1","Genesis Hydra","moc","Near Mint","Spanish","","","2024-10-21 11:17:27.500000","298","False","False",""
"1","1","Genesis Wave","fdn","Near Mint","Spanish","","","2024-11-09 09:37:46.143000","221","False","False",""
"1","1","Genesis Wave","fdn","Near Mint","English","","","2024-12-21 09:49:26.143000","221","False","False",""
"1","1","Genestealer Locus","40k","Near Mint","English","","","2024-10-22 07:50:29.540000","21","False","False",""
"1","1","Genestealer Patriarch","40k","Near Mint","English","","","2024-10-22 07:50:22.130000","22","False","False",""
"1","1","Geode Golem","cmm","Near Mint","English","","","2025-11-24 17:25:14.333000","386","False","False","0.12"
"1","1","Germinating Wurm","eoe","Near Mint","Spanish","","","2025-08-11 08:58:07.800000","187","False","False","0.05"
"2","2","Germinating Wurm","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","187","False","False","0.03"
"3","3","Germinating Wurm","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","187","False","False","0.03"
"1","1","Get Out","dsk","Near Mint","English","","","2024-10-22 07:46:22.030000","60","False","False",""
"1","1","Get Your Head in the Game","unf","Near Mint","English","","","2025-11-24 17:25:14.333000","10","False","False","0.08"
"1","1","Ghastly Gloomhunter","znr","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","103","False","False","0.12"
"1","1","Ghired's Belligerence","c19","Near Mint","Spanish","","","2025-05-04 13:51:46.833000","25","False","False",""
"1","1","Ghostly Dancers","dsk","Near Mint","English","","","2024-10-22 09:31:28.637000","13","False","False",""
"1","1","Ghostly Keybearer","dsk","Near Mint","Spanish","","","2025-08-05 16:30:28.470000","61","False","False","0.06"
"1","1","Ghostly Keybearer","dsk","Near Mint","English","","","2024-10-22 07:45:46.130000","61","False","False",""
"2","2","Ghoulcaller's Accomplice","soi","Near Mint","English","","","2025-11-24 16:59:15.123000","112","False","False",""
"1","1","Ghoulish Procession","inr","Near Mint","Spanish","","","2025-01-25 23:15:32.923000","110","False","False",""
"1","1","Ghyrson Starn, Kelermorph","40k","Near Mint","English","","","2024-10-18 22:14:02.383000","124","False","False",""
"1","1","Giant Beaver","otj","Near Mint","Spanish","foil","","2025-04-28 06:37:25.550000","165","False","False","0.04"
"2","2","Giant Growth","bbd","Near Mint","English","","","2025-04-28 06:37:25.550000","200","False","False","0.10"
"1","1","Giant Growth","fdn","Near Mint","English","","","2024-11-17 01:52:21.940000","223","False","False",""
"1","1","Giant Growth","fdn","Near Mint","English","","","2025-10-21 12:58:38.197000","223","False","False","0.11"
"1","1","Giant Growth","bro","Near Mint","English","","","2025-04-28 06:37:25.550000","183","False","False","0.07"
"1","1","Giant Growth","bro","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","183","False","False",""
"1","1","Giant Growth","bro","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","183","False","False","0.07"
"1","1","Giant Spider","dmr","Near Mint","English","","","2025-04-28 06:37:25.550000","163","False","False","0.03"
"1","1","Giantfall","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","141","False","False","0.15"
"1","1","Gideon's Triumph","war","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","15","False","False","0.03"
"1","1","Gift of Doom","c19","Near Mint","Spanish","","","2024-10-27 22:34:25.573000","17","False","False",""
"1","1","Gift of Strength","thb","Near Mint","English","","","2025-11-24 17:25:14.333000","171","False","False","0.02"
"1","1","Gifted Aetherborn","aer","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","61","False","False","0.45"
"1","1","Gigastorm Titan","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","57","False","False","0.04"
"1","1","Gila Courser","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","124","False","False","0.05"
"2","2","Gingerbrute","eld","Near Mint","Spanish","","","2025-11-24 08:11:36.600000","219","False","False",""
"1","1","Gisa's Bidding","inr","Near Mint","Spanish","","","2025-01-25 23:19:20.720000","111","False","False",""
"3","3","Give In to Violence","dsk","Near Mint","English","","","2024-10-22 09:56:07.927000","101","False","False",""
"4","4","Gixian Infiltrator","bro","Near Mint","English","","","2025-11-28 11:53:50.870000","98","False","False",""
"1","1","Glacial Fortress","drc","Near Mint","English","","","2025-06-08 10:06:26.710000","159","False","False",""
"1","1","Glacier Godmaw","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","188","False","False","0.13"
"1","1","Glamer Gifter","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","49","False","False","0.49"
"1","1","Glamermite","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","50","False","False","0.04"
"4","4","Glassworks // Shattered Yard","dsk","Near Mint","English","","","2024-10-22 08:37:41.590000","137","False","False",""
"1","1","Glassworks // Shattered Yard","dsk","Near Mint","Spanish","","","2025-03-30 09:02:36.070000","137","False","False",""
"1","1","Gleaming Barrier","fdn","Near Mint","Spanish","","","2024-11-09 09:26:15.753000","252","False","False",""
"1","1","Gleaming Barrier","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","252","False","False","0.05"
"1","1","Glen Elendra Guardian","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","51","False","False","1.10"
"1","1","Glen Elendra Guardian","ecl","Near Mint","Spanish","foil","","2026-03-16 09:34:40.437000","51","False","False","1.24"
"1","1","Glidedive Duo","blb","Near Mint","Spanish","","","2024-10-22 09:58:02.203000","96","False","False",""
"1","1","Glidedive Duo","blb","Near Mint","English","","","2025-04-28 06:37:25.550000","96","False","False","0.04"
"1","1","Glimmer Seeker","dsk","Near Mint","Spanish","","","2025-08-05 16:30:28.470000","14","False","False","0.13"
"2","2","Glimmer Seeker","dsk","Near Mint","English","","","2024-10-22 09:36:48.650000","14","False","False",""
"3","3","Glimmerburst","dsk","Near Mint","English","","","2024-10-22 07:49:22.433000","62","False","False",""
"3","3","Glimmerlight","dsk","Near Mint","English","","","2024-10-22 10:02:48.577000","249","False","False",""
"1","1","Glimmerlight","dsk","Near Mint","Spanish","","","2025-07-04 06:17:14.987000","249","False","False",""
"1","1","Glistener Seer","one","Near Mint","Spanish","","","2024-10-27 22:36:28.787000","54","False","False",""
"1","1","Glister Bairn","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","227","False","False","0.03"
"1","1","Glitch Ghost Surveyor","dft","Near Mint","English","","","2025-08-05 16:30:28.470000","44","False","False","0.02"
"1","1","Glitch Ghost Surveyor","dft","Near Mint","English","","","2025-03-03 13:42:32.880000","44","False","False",""
"1","1","Gloomlake Verge","dsk","Near Mint","Spanish","","","2025-03-30 09:01:34.150000","260","False","False",""
"2","2","Glowspore Shaman","rvr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","184","False","False","0.10"
"3","3","Gluttonous Slug","mh1","Near Mint","Spanish","","","2025-11-24 17:03:36.047000","93","False","False",""
"1","1","Gnarlid Colony","fdn","Near Mint","English","","","2024-11-17 01:52:53.290000","224","False","False",""
"1","1","Gnarlid Colony","fdn","Near Mint","English","foil","","2025-11-24 17:25:14.333000","224","False","False","0.13"
"1","1","Gnarlid Colony","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","224","False","False","0.07"
"1","1","Gnarlroot Pallbearer","bro","Near Mint","English","","","2025-04-28 06:37:25.550000","184","False","False","0.05"
"1","1","Gnarlroot Pallbearer","bro","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","184","False","False","0.05"
"1","1","Gnoll Hunter","afr","Near Mint","English","","","2024-10-21 20:51:02.360000","185","False","False",""
"1","1","Go for the Throat","2x2","Near Mint","English","","","2025-01-20 10:24:26.387000","76","False","False",""
"3","3","Goblin Assailant","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","295","False","False",""
"1","1","Goblin Assailant","m20","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","330","False","False","0.03"
"1","1","Goblin Blast-Runner","bro","Near Mint","English","","","2025-11-24 17:25:14.333000","137","False","False","0.24"
"3","3","Goblin Blast-Runner","bro","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","137","False","False","0.24"
"1","1","Goblin Chainwhirler","plst","Near Mint","English","","","2024-10-21 10:33:23.950000","DOM-129","False","False",""
"1","1","Goblin Electromancer","rvr","Near Mint","English","foil","","2024-10-27 22:32:09.710000","367","False","False",""
"1","1","Goblin Fireleaper","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","133","False","False",""
"1","1","Goblin Sharpshooter","c13","Near Mint","Spanish","","","2024-12-04 09:44:45.343000","111","False","False",""
"1","1","Goblin Surprise","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","200","False","False","0.09"
"1","1","Goblin Surprise","fdn","Near Mint","Spanish","","","2024-11-09 09:34:15.400000","200","False","False",""
"1","1","Goblin Surveyor","dft","Near Mint","English","","","2025-03-03 13:34:41.670000","131","False","False",""
"1","1","Goddric, Cloaked Reveler","woe","Near Mint","Spanish","","","2024-11-08 12:06:51.133000","132","False","False",""
"1","1","Godless Shrine","eoe","Near Mint","English","","","2025-08-05 17:23:49.137000","280","False","False",""
"1","1","Godless Shrine","eoe","Near Mint","Spanish","","","2025-08-05 17:24:40.043000","254","False","False",""
"1","1","Godless Shrine","eoe","Near Mint","English","","","2025-08-05 17:24:36.370000","254","False","False",""
"2","2","Goggles of Night","clb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","74","False","False","0.09"
"1","1","Goggles of Night","clb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","384","False","False","0.14"
"1","1","Gold Rush","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","166","False","False","0.09"
"1","1","Goldmeadow Nomad","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","18","False","False","0.06"
"2","2","Goldmeadow Nomad","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","18","False","False","0.10"
"1","1","Goldvein Hydra","otj","Near Mint","English","","","2024-10-18 22:38:35.923000","167","False","False",""
"4","4","Golem Foundry","eoc","Near Mint","Spanish","","","2025-11-13 19:03:59.300000","138","False","False","0.30"
"1","1","Golgari Rot Farm","tdc","Near Mint","Spanish","","","2025-04-16 17:33:17.693000","368","False","False",""
"2","2","Goliath Daydreamer","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","143","False","False","0.07"
"1","1","Goliath Paladin","clb","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","21","False","False","0.27"
"1","1","Goliath Truck","40k","Near Mint","English","","","2024-10-22 10:05:24.717000","158","False","False",""
"1","1","Gollum, Scheming Guide","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","292","False","False",""
"1","1","Gonti, Night Minister","dft","Near Mint","English","","","2025-03-03 13:38:30.060000","87","False","False",""
"1","1","Gorex, the Tombshell","j25","Near Mint","Spanish","","","2024-12-06 10:59:56.127000","67","False","False",""
"1","1","Gorging Vulture","j25","Near Mint","Spanish","","","2024-12-06 11:07:52.020000","449","False","False",""
"1","1","Gorgon's Head","bng","Near Mint","Spanish","","","2024-10-21 10:39:51.673000","158","False","False",""
"1","1","Gossip's Talent","blb","Near Mint","Spanish","","","2024-10-22 07:51:01.613000","51","False","False",""
"1","1","Gothmog, Morgul Lieutenant","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","87","False","False",""
"1","1","Grab the Prize","dsk","Near Mint","Spanish","","","2025-03-30 09:03:40.563000","138","False","False",""
"4","4","Grab the Prize","dsk","Near Mint","English","","","2024-10-22 08:43:22.673000","138","False","False",""
"1","1","Grab the Prize","dsk","Near Mint","Spanish","","","2025-08-05 16:30:28.470000","138","False","False","0.24"
"1","1","G'raha Tia","fin","Near Mint","English","foil","","2025-07-01 06:05:24.660000","21","False","False",""
"1","1","Gran Pulse Ochu","fin","Near Mint","English","foil","","2025-07-01 06:00:35.653000","189","False","False",""
"3","3","Grand Entryway // Elegant Rotunda","dsk","Near Mint","English","","","2024-12-21 09:45:33.477000","15","False","False",""
"1","1","Grapeshot","tsr","Near Mint","English","","","2024-10-21 11:10:42.733000","166","False","False",""
"1","1","Grapple with the Past","tdc","Near Mint","Spanish","","","2025-04-16 17:31:46.780000","257","False","False",""
"1","1","Grapple with the Past","inr","Near Mint","Spanish","","","2025-01-25 23:18:04.363000","199","False","False",""
"1","1","Grasp of Fate","wot","Near Mint","Spanish","","","2025-05-04 14:01:10.207000","3","False","False",""
"3","3","Grasping Longneck","dsk","Near Mint","English","","","2024-10-21 21:07:56.563000","180","False","False",""
"1","1","Gravblade Heavy","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","102","False","False","0.03"
"1","1","Gravblade Heavy","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","102","False","False","0.03"
"1","1","Grave Betrayal","rtr","Near Mint","Spanish","","","2025-06-08 10:12:30.937000","67","False","False",""
"1","1","Gravecrawler","tdc","Near Mint","Spanish","","","2025-04-16 17:27:46.683000","93","False","False",""
